MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR2001106,RES,Closed,4,4,7/16/21,7/19/21 0:00,8/26/21,8/26/21,"$309,000 ","$309,000 ","$314,000 ",5013,,Woods Line,7,Aberdeen,MD,21001,HARFORDMD,THE VILLAS AT HOLLYWOODS,Kirk Steffes,3007458,Cummings & Co Realtors,CCRL8,(410) 823-0033,Zach Hayes,3308612,Cummings & Co. Realtors,CCRL1,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,2604,2020,,110,Condominium,No,Yes,No,,,,2005,20,3720,VeryGood,3,2,1,Three,Traditional,"Lower1,Main,Upper1",1,Yes,2,Yes,"DryerInUnit,HasLaundry,Hookup,MainFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,2520,1200,VeryGood,,
MDHR2000632,RES,Closed,9,9,7/9/21,7/17/21 0:00,10/25/21,10/15/21,"$189,900 ","$209,900 ","$192,000 ",143,,Farm,,Aberdeen,MD,21001,HARFORDMD,GREEN VALLEY,James H Stephens,69794,"EXP Realty, LLC",EXXP5,(888) 860-7369,Colin M Wilcoxen,3307395,"EXP Realty, LLC",EXXP8,(888) 860-7369,FHA,StandardSale,StandardSale,StandardSale,2328,2021,0.08,110,FeeSimple,No,No,No,,,,1980,45,1650,,3,1,1,Three,Colonial,"Main,Upper1",,Yes,,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1320,330,,,
MDHR2000914,RES,Closed,60,60,7/9/21,9/15/21 0:00,11/22/21,11/22/21,"$300,000 ","$289,999 ","$284,250 ",15,,Newton,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Daniel M Carson,37151,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Thomas B Maley,3087903,Cummings & Co. Realtors,CCRL11,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,3133,2021,0.43,104,FeeSimple,No,No,No,,,,1900,125,2769,Good,5,2,1,Two,"Colonial,DwellingwSeparateLivingArea,Traditional","Main,Upper1,Upper2",,No,,Yes,MainFlrLndry,,,No,No,No,StandardSale,BRIGHT,2769,0,Good,,
MDHR2001086,RES,Closed,6,6,7/22/21,7/27/21 0:00,9/14/21,9/10/21,"$345,000 ","$345,000 ","$355,000 ",4726,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Christopher Matthew Kotula,3322666,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Carolyn Fleary-Parker,3100944,Bennett Realty Solutions,EXBR1,(301) 459-5040,Cash,StandardSale,StandardSale,StandardSale,3056,2020,0.06,110,FeeSimple,No,No,Yes,Quarterly,80,Quarterly,2008,17,2522,Good,5,3,1,Two,Traditional,Main,,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1922,600,Good,,
MDHR2001060,RES,Closed,5,5,7/9/21,7/13/21 0:00,8/28/21,8/27/21,"$350,000 ","$350,000 ","$365,000 ",614,,Heathland,,Aberdeen,MD,21001,HARFORDMD,TRAILS AT BEECH CREEK,Saundra G Bratcher,50503,Coldwell Banker Realty,CBRB42,(410) 515-2000,Zachary B Zander,117931,Cummings & Co Realtors,CCRL8,(410) 823-0033,Cash,StandardSale,StandardSale,StandardSale,3258,2020,0.07,110,FeeSimple,No,No,Yes,Monthly,72.8,Monthly,2015,10,2524,,4,3,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1924,600,,,
MDHR2001024,RES,Closed,9,9,7/7/21,9/22/21 0:00,12/1/21,11/30/21,"$536,890 ","$546,890 ","$541,890 ",953,,Bentgrass Drive,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Marcella V Jackson,3113212,Song Home Realty,SOHM1,(410) 302-4129,Conventional,StandardSale,StandardSale,StandardSale,5691,2021,0.18,,FeeSimple,No,No,Yes,Monthly,70,Monthly,2021,4,3900,Excellent,5,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,StandardSale,BRIGHT,2900,1000,Excellent,,
MDHR259992,RES,Closed,5,5,7/7/21,7/11/21 0:00,8/13/21,8/13/21,"$299,900 ","$310,000 ","$305,000 ",719,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Jamie B Rassi,50822,Cummings & Co Realtors,CCRL8,(410) 823-0033,Niya Davis,3264571,Harris Hawkins & Co,HARRH2,(410) 246-0050,Conventional,StandardSale,StandardSale,StandardSale,2633,2020,0.05,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2016,9,1970,Excellent,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,No,"BsmtLaundry,HasLaundry,LowFlrLndry",,12,Yes,No,No,StandardSale,BRIGHT,1520,450,Excellent,,
MDHR2001004,RES,Closed,18,18,7/14/21,7/30/21 0:00,9/10/21,8/31/21,"$299,000 ","$299,000 ","$300,000 ",612,,Snowberry,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Jacqueline Heil,3268921,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Robert G Rich,3219493,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,VA,StandardSale,StandardSale,StandardSale,2507,2020,0.08,110,FeeSimple,No,No,Yes,Unknown,82,Unknown,2010,15,1876,,3,2,,Three,Other,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1576,300,,,
MDHR2000840,RES,Closed,9,9,7/16/21,7/24/21 0:00,8/31/21,8/31/21,"$270,000 ","$270,000 ","$272,200 ",4707,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Steffan M May,3085954,Synergy Realty,SRT1,(410) 761-8575,VALERIE J SIMPSON,3260927,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Conventional,StandardSale,StandardSale,StandardSale,2423,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,83,Monthly,2008,17,1830,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,,,,Yes,No,No,StandardSale,BRIGHT,1560,270,,,
MDHR2000898,RES,Closed,3,3,7/6/21,7/8/21 0:00,8/11/21,8/11/21,"$520,000 ","$520,000 ","$542,000 ",821,,Bentgrass,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Valerie E Butler,150862,ExecuHome Realty,EXER5,(410) 654-0202,Theresa L Reilly,3008160,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,4859,2020,0.2,110,FeeSimple,No,No,Yes,Monthly,75,Monthly,2020,5,3846,,5,4,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,2896,950,,,
MDHR2000930,RES,Closed,3,3,7/8/21,7/10/21 0:00,8/13/21,8/13/21,"$249,900 ","$249,900 ","$255,000 ",4749,,Coralberry,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Adam Michael Thatcher,3316592,Compass,COMPS10,(410) 886-7342,Stephanie Burns,3250962,Coldwell Banker Realty,CBRB42,(410) 515-2000,Conventional,StandardSale,StandardSale,StandardSale,1954,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2006,19,1460,,3,2,2,Three,Traditional,"Lower1,Main,Upper1",,Yes,,Yes,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1160,300,,,
MDHR2000920,RES,Closed,10,10,7/10/21,8/29/21 0:00,9/24/21,9/21/21,"$300,000 ","$300,000 ","$315,000 ",627,,Heathland,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Brad A Cox,3066208,"Long & Foster Real Estate, Inc.",LNG124,(410) 583-5700,Robert G Rich,3219493,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Conventional,StandardSale,StandardSale,StandardSale,2873,2021,0.05,110,FeeSimple,No,No,Yes,Monthly,72.5,Monthly,2019,6,2020,VeryGood,3,2,2,Three,Colonial,"Main,Upper1,Upper2",,No,1,No,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2020,,VeryGood,,
MDHR2000906,RES,Closed,11,11,7/5/21,7/15/21 0:00,8/30/21,8/30/21,"$309,900 ","$309,900 ","$309,900 ",3545,,Churchville,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Lee E Eder,26934,American Dream Realty and Management,ADRAM1,(443) 640-0090,Kenneth Phillips,3184289,BHHS Fox & Roach - Hockessin,61022,(302) 999-9999,VA,StandardSale,StandardSale,StandardSale,2879,2020,0.46,110,FeeSimple,No,No,No,,,,1962,63,1980,,4,3,,Two,Rancher,"Lower1,Main",,Yes,3,,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1510,470,,,
MDHR2000778,RES,Closed,8,8,7/9/21,7/15/21 0:00,9/28/21,9/28/21,"$245,000 ","$245,000 ","$253,000 ",5054,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Benjamin C Morgan II,3031586,RE/MAX Ikon,IKONO1,(410) 442-4455,Melissa Wright,3294001,,CBRB30,(410) 721-0103,FHA,StandardSale,StandardSale,StandardSale,2035,2021,0.04,110,FeeSimple,No,No,Yes,Quarterly,110,Quarterly,2003,22,1815,,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,StandardSale,BRIGHT,1320,495,,,
MDHR2000808,RES,Closed,19,19,7/9/21,7/28/21 0:00,9/21/21,9/21/21,"$475,000 ","$475,000 ","$475,000 ",400,,Chadsworth,,Aberdeen,MD,21001,HARFORDMD,MEADOWS AT BAR KESS,Bob Kimball,25228,Redfin Corp,REFC4,(410) 202-8454,Bryan Carnaggio,3279005,Redfin Corp,REFC4,(410) 202-8454,FHA,StandardSale,StandardSale,StandardSale,5610,2021,0.36,110,FeeSimple,No,No,Yes,Annually,150,Annually,1996,29,3206,,6,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,3206,0,,,
MDHR2000772,RES,Closed,8,8,7/20/21,9/5/21 0:00,10/2/21,10/1/21,"$210,000 ","$215,000 ","$216,000 ",340,,Woodland Green,,Aberdeen,MD,21001,HARFORDMD,WOODLAND MANOR,Louise B Costello,117134,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Brennan Travers,3327021,Chesapeake Realty Services,CHPKR1,(443) 528-3902,VA,StandardSale,StandardSale,StandardSale,2840,2021,0.07,110,FeeSimple,No,No,Yes,Monthly,45,Monthly,1997,28,1697,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper1",1,Yes,,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1397,300,VeryGood,,90
MDHR2000750,RES,Closed,0,0,6/30/21,5/25/21 0:00,6/30/21,6/24/21,"$185,000 ","$185,000 ","$185,000 ",723,,Webb,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Cheryl L Youngbar,3111789,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE033,(410) 561-0044,Conventional,StandardSale,StandardSale,StandardSale,2355,2020,0.21,110,FeeSimple,No,No,No,,,,1955,70,1114,,3,1,,Two,Rancher,Main,,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1114,0,,,
MDHR2000666,RES,Closed,2,2,6/29/21,6/30/21 0:00,11/23/21,11/23/21,"$503,140 ","$503,140 ","$503,140 ",939,,Bentgrass Drive,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Lindsay Moiles,3112491,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,5333,2021,0.05,,FeeSimple,No,No,Yes,Monthly,70,Monthly,2021,4,3227,Excellent,4,4,1,Three,Cottage,"Lower1,Main,Upper1",,Yes,2,No,,,,Yes,No,Yes,StandardSale,BRIGHT,2318,909,Excellent,,
MDHR2000586,RES,Closed,7,7,7/8/21,7/14/21 0:00,8/24/21,8/23/21,"$289,900 ","$289,900 ","$310,000 ",5001,,Woods Line,1,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Lee R. Tessier,132177,"EXP Realty, LLC",EXPB1,(410) 638-9555,Rose Marie Calderone,3267554,ExecuHome Realty,EXER1,(443) 632-3000,Conventional,StandardSale,StandardSale,StandardSale,2620,2020,0,110,FeeSimple,No,Yes,No,,,,2005,20,2288,VeryGood,3,2,1,Two,Colonial,"Main,Upper1",,No,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2288,0,VeryGood,,
MDHR2000490,RES,Closed,3,3,7/3/21,7/3/21 0:00,8/17/21,8/6/21,"$480,000 ","$480,000 ","$469,000 ",349,,Marina,,Aberdeen,MD,21001,HARFORDMD,GABLERS SHORE,Rose Marie Calderone,3267554,ExecuHome Realty,EXER1,(443) 632-3000,Robert G Rich,3219493,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Conventional,StandardSale,StandardSale,StandardSale,4175,2020,0.15,110,FeeSimple,No,No,Yes,Monthly,125,Monthly,2018,7,2449,VeryGood,3,2,2,Three,"Coastal,Craftsman",Main,,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2449,0,VeryGood,,
MDHR2000596,RES,Closed,9,9,7/3/21,7/11/21 0:00,8/13/21,8/12/21,"$290,000 ","$320,000 ","$320,000 ",4702,,Wineleaf,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Sherri A. Sembly,3087807,NextHome Forward,NXTHM1,(858) 367-9273,Chad F Morton,41152,"Maverick Realty, LLC",MAVRK2,(240) 273-3127,VA,StandardSale,StandardSale,StandardSale,2606,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2013,12,1970,"Excellent,VeryGood,Good",3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,"HasLaundry,LowFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,1520,450,"Excellent,VeryGood,Good",,
MDHR2000544,RES,Closed,5,5,6/26/21,6/29/21 0:00,8/4/21,8/4/21,"$159,900 ","$159,900 ","$170,777 ",159,,Farm,,Aberdeen,MD,21001,HARFORDMD,GREEN VALLEY,Rosalie A Hughes,3236408,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE017,(717) 235-9050,Kristin C Natarajan,78987,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,2080,2020,0.06,110,FeeSimple,No,No,No,,,,1974,51,1820,,3,1,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1320,500,,,
MDHR2000548,RES,Closed,27,27,6/26/21,7/26/21 0:00,10/15/21,10/15/21,"$290,000 ","$290,000 ","$290,000 ",4815,,Atlas Cedar,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Jacquelyn D Snouffer,3024532,"American Eagle Realty, INC",AEAG2,(717) 515-4903,Tonika Matthews,3226021,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,VA,BankOwnedREO,BankOwnedREO,BankOwnedREO,3176,2021,0.11,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2009,16,3074,,4,3,1,Two,Traditional,"Lower1,Main,Upper1",,Yes,2,No,UpprFlrLndry,,7,Yes,No,No,BankOwnedREO,BRIGHT,2174,900,,,
MDHR2000538,RES,Closed,5,5,7/1/21,7/5/21 0:00,9/3/21,8/25/21,"$174,900 ","$174,900 ","$180,000 ",401,,Wyn Mar,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Mary Louise Bauer,3245741,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Leanne B Bloom,3247989,RE/MAX Solutions,RXSO2,(410) 747-2800,Conventional,StandardSale,StandardSale,StandardSale,2078,2020,0.11,110,FeeSimple,No,No,No,,,,1950,75,884,,2,1,,One,Rancher,"Lower1,Main",,Yes,,No,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,884,0,,,
MDHR2000392,RES,Closed,6,6,6/27/21,7/2/21 0:00,7/28/21,7/28/21,"$279,900 ","$285,000 ","$285,000 ",5025,,Woods Line,13,Aberdeen,MD,21001,HARFORDMD,THE VILLAS AT HOLLYWOODS,Gary J Jones,25597,ExecuHome Realty,EXER1,(443) 632-3000,Elizabeth J Klepetka,133558,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Conventional,StandardSale,StandardSale,StandardSale,2549,2020,,110,Condominium,No,Yes,No,,,,2005,20,3620,,4,3,1,Two,Villa,"Lower1,Main,Upper1",,Yes,2,No,"BsmtLaundry,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,2520,1100,,,
MDHR2000500,RES,Closed,6,6,6/30/21,7/6/21 0:00,8/9/21,8/9/21,"$250,000 ","$250,000 ","$265,000 ",633,,Possum Trot,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Suzanne Lent,3249225,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Lauren Hughes,3296216,Vanity James Realty,VANTI1,(855) 682-6489,FHA,StandardSale,StandardSale,StandardSale,2064,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2007,18,1720,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1320,400,VeryGood,,
MDHR2000492,RES,Closed,6,6,6/24/21,6/29/21 0:00,7/30/21,7/30/21,"$449,000 ","$449,000 ","$450,000 ",488,,Elissa,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Shuang Zhao,3090130,Signature Home Realty LLC,PHHR1,(301) 244-0117,Omar Flores,3100234,RLAH @properties,RLAH1,(301) 652-0643,FHA,StandardSale,StandardSale,StandardSale,4451,2020,0.29,110,FeeSimple,No,No,Yes,Annually,600,Annually,2004,21,3024,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,2124,900,,,90
MDHR2000220,RES,Closed,9,9,7/7/21,7/15/21 0:00,7/30/21,7/30/21,"$139,900 ","$139,900 ","$131,000 ",353,,James,,Aberdeen,MD,21001,HARFORDMD,DOUGLAS ADDN,Vincent J. Steo,92130,RE/MAX Community Real Estate,RMCOMRE1,(410) 793-1616,Alfred W Peteraf Jr.,83540,Integrity Real Estate,RMAX24,(410) 287-8080,Cash,StandardSale,StandardSale,StandardSale,2373,2020,0.16,110,FeeSimple,No,No,No,,,,1952,73,1155,,3,1,,One,Rancher,Main,,Yes,,No,"HasLaundry,Hookup,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,1155,0,,,
MDHR256946,RES,Closed,9,9,6/25/21,7/3/21 0:00,8/5/21,8/4/21,"$299,900 ","$299,900 ","$290,000 ",20,,Hillman,,Aberdeen,MD,21001,HARFORDMD,HILLCREST MANOR,Paula Diggs Smith,66674,Coldwell Banker Realty,CBRB42,(410) 515-2000,Stephanie L Dieren,74285,Coldwell Banker Realty,CBRB42,(410) 515-2000,FHA,StandardSale,StandardSale,StandardSale,3424,2020,0.37,110,FeeSimple,No,No,No,,,,1978,47,1661,,3,2,1,Two,Bilevel,"Lower1,Main",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1115,546,,,
MDHR2000404,RES,Closed,0,0,6/23/21,7/3/21 0:00,8/2/21,8/2/21,"$259,000 ","$259,000 ","$250,000 ",348,,Stratford,,Aberdeen,MD,21001,HARFORDMD,HILLSDALE,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Diana L DiPeppe,32126,CENTURY 21 The Real Estate Centre,CREC1,(410) 384-9000,FHA,StandardSale,StandardSale,StandardSale,3125,2020,0.13,110,FeeSimple,No,No,No,,,,1987,38,1890,Good,4,2,,Two,SplitFoyer,"Lower1,Main",,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1080,810,Good,,
MDHR2000290,RES,Closed,10,10,6/23/21,7/1/21 0:00,8/12/21,8/12/21,"$510,000 ","$520,000 ","$520,000 ",685,,Falcon,,Aberdeen,MD,21001,HARFORDMD,EAGLES REST,Felecia McDonald,3280942,Keller Williams Preferred Properties,KWPP1,(240) 737-5000,Felecia McDonald,3280942,Keller Williams Preferred Properties,KWPP1,(240) 737-5000,FHA,StandardSale,StandardSale,StandardSale,1112,2020,0.24,110,FeeSimple,No,No,Yes,Monthly,60,Monthly,2020,5,4134,VeryGood,6,3,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,No,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3064,1070,VeryGood,,
MDHR2000336,RES,Closed,260,260,6/22/21,3/7/22 0:00,4/5/22,4/5/22,"$114,500 ","$109,500 ","$85,000 ",1903,,Mitchell,,Aberdeen,MD,21001,HARFORDMD,FOREST GREENS,Daniel David Fischbach,3230084,"Streett Hopkins Real Estate, LLC",HHC1,(410) 879-7466,Luis Couto,126710,Silver Coast,SLVC1,(410) 693-7116,Cash,StandardSale,StandardSale,StandardSale,1803,2021,0.69,110,FeeSimple,No,No,No,,,,1954,71,1014,,2,1,,One,Traditional,Main,,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1014,0,,,
MDHR2000332,RES,Closed,15,15,6/25/21,7/8/21 0:00,8/12/21,8/12/21,"$260,000 ","$260,000 ","$259,000 ",6,,Grove,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Andrew Undem,3043171,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE041,(410) 814-2400,Christine M Daffron,3046422,Cummings & Co Realtors,CCRL8,(410) 823-0033,FHA,StandardSale,StandardSale,StandardSale,3297,2020,0.24,110,FeeSimple,No,No,No,,,,1950,75,1240,,3,2,,One,Colonial,Main,,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1240,0,,,
MDHR2000272,RES,Closed,3,3,6/21/21,6/23/21 0:00,7/23/21,7/23/21,"$480,000 ","$480,000 ","$500,000 ",702,,Turkana,,Aberdeen,MD,21001,HARFORDMD,EAGLES REST,Anh Q Dang,85165,Taylor Properties,TAYL1,(301) 970-2447,Valentine I Korie,130412,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,6278,2020,0.27,110,FeeSimple,No,No,Yes,Quarterly,125,Quarterly,2016,9,3723,Excellent,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"DryerInUnit,UpprFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,2748,975,Excellent,,
MDHR260306,RES,Closed,0,0,6/20/21,8/9/20 0:00,6/20/21,6/19/21,"$496,285 ","$496,285 ","$496,285 ",1026,,Gullwing,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Ann E Taylor,3006086,Coldwell Banker Realty,CBRB42,(410) 515-2000,Conventional,StandardSale,StandardSale,StandardSale,646,2020,0.19,110,FeeSimple,No,No,No,,,,0,2025,0,,6,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,0,0,,,
MDHR261346,RES,Closed,17,17,6/25/21,7/22/21 0:00,8/31/21,8/30/21,"$499,000 ","$499,000 ","$550,000 ",701,,Aldino Stepney,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Jill r Redding,23764,Coldwell Banker Realty,CBRB42,(410) 515-2000,Shannon E Mitchell,3224572,Coldwell Banker Realty,CBRB19,(410) 461-7600,Conventional,StandardSale,StandardSale,StandardSale,5130,2020,2.53,110,FeeSimple,No,No,No,,,,1994,31,3298,Excellent,4,3,1,Two,Contemporary,"Lower1,Lower2,Main,Upper1",,Yes,1,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3298,0,Excellent,,
MDHR2000242,RES,Closed,24,24,6/23/21,7/15/21 0:00,8/20/21,8/18/21,"$360,000 ","$349,900 ","$353,000 ",514,,Plume,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Ann E Taylor,3006086,Coldwell Banker Realty,CBRB42,(410) 515-2000,Kadesha Lyn Carroll,3286008,Keller Williams Realty Centre,KWR15,(410) 312-0000,FHA,StandardSale,StandardSale,StandardSale,3316,2020,0.1,110,FeeSimple,No,No,Yes,Monthly,73,Monthly,2012,13,2524,,3,3,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1924,600,,,
MDHR2000128,RES,Closed,4,4,6/18/21,6/21/21 0:00,7/28/21,7/27/21,"$337,500 ","$337,500 ","$337,500 ",4714,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Renaire E Rivers,57254,RE/MAX Excellence Realty,RXER1,(301) 445-5900,Jessica Greer,3301130,"Black Dog Realty, LLC",BDRLTY1,(443) 550-1455,VA,StandardSale,StandardSale,StandardSale,2836,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2008,17,2522,Excellent,3,3,1,Three,"Colonial,Contemporary","Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1922,600,Excellent,,
MDHR2000170,RES,Closed,7,7,6/16/21,6/22/21 0:00,8/5/21,8/5/21,"$365,000 ","$365,000 ","$373,000 ",60,,Paradise,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Alfred W Peteraf Jr.,83540,Integrity Real Estate,RMAX24,(410) 287-8080,Linda L Welsh,25296,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,VA,StandardSale,StandardSale,StandardSale,4637,2020,0.5,110,FeeSimple,No,No,No,,,,1954,71,2385,VeryGood,4,2,1,Three,CapeCod,"Lower1,Main,Upper1",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,2385,0,VeryGood,,
